bitrh_dates,pups_born,pups_beforeW,weaned_f,weaned_m
18.10.2008,17,17,5,0
02.09.2008,17,17,6,0
10.08.2008,14,14,4,10
15.07.2008,8,7,7,0
28.06.2008,7,7,7,0
22.06.2009,8,8,8,0
16.05.2009,5,5,5,0
27.03.2009,8,8,8,0
22.02.2009,8,8,8,0
18.04.2009,2,2,2,0
27.03.2009,5,5,5,0
20.02.2009,6,6,6,0
20.02.2009,7,7,7,0
22.06.2009,4,4,4,0
02.05.2009,5,5,5,0
26.03.2009,12,12,12,0
20.02.2009,11,11,11,0
16.05.2009,9,9,9,0
18.04.2009,5,5,5,0
27.03.2009,8,8,8,0
20.02.2009,7,7,7,0
29.05.2009,5,5,5,0
02.05.2009,11,11,11,0
27.03.2009,5,5,5,0
20.02.2009,3,3,3,0
22.06.2009,5,5,5,0
16.05.2009,8,8,8,0
20.02.2009,4,4,4,0
22.06.2009,3,3,3,0
02.05.2009,8,8,8,0
18.04.2009,8,8,8,0
20.02.2009,12,12,4,8
22.06.2009,7,7,7,0
16.05.2009,3,3,3,0
18.04.2009,6,6,6,0
27.03.2009,7,7,7,0
21.02.2009,13,13,6,7
